POCO,CADASTRO,OPERADOR,POCO_OPERADOR,ESTADO,BACIA,BLOCO,SIG_CAMPO,CAMPO,TERRA_MAR,POCO_POS_ANP,TIPO,CATEGORIA,RECLASSIFICACAO,SITUACAO,INICIO,TERMINO,CONCLUSAO,LATITUDE_BASE_4C,LONGITUDE_BASE_4C,LATITUDE_BASE_DD,LONGITUDE_BASE_DD,DATUM_HORIZONTAL,TIPO_DE_COORDENADA_DE_BASE,DIRECAO,PROFUNDIDADE_VERTICAL_M,PROFUNDIDADE_SONDADOR_M,PROFUNDIDADE_MEDIDA_M,REFERENCIA_DE_PROFUNDIDADE,MESA_ROTATIVA,COTA_ALTIMETRICA_M,LAMINA_D_AGUA_M,DATUM_VERTICAL,UNIDADE_ESTRATIGRAFICA,GEOLOGIA_GRUPO_FINAL,GEOLOGIA_FORMACAO_FINAL,GEOLOGIA_MEMBRO_FINAL,CDPE,AGP,PC,PAG,PERFIS_CONVENCIONAIS,DURANTE_PERFURACAO,PERFIS_DIGITAIS,PERFIS_PROCESSADOS,PERFIS_ESPECIAIS,AMOSTRA_LATERAL,SISMICA,TABELA_TEMPO_PROFUNDIDADE,DADOS_DIRECIONAIS,TESTE_A_CABO,TESTE_DE_FORMACAO,CANHONEIO,TESTEMUNHO,GEOQUIMICA,SIG_SONDA,NOM_SONDA,ATINGIU_PRESAL,DHA_ATUALIZACAO
8-BUZ-56-RJS,74316029724,Petrobras,8-BUZ-56-RJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,8,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2021-09-04,2021-10-01,2021-10-18 00:00:00,"-24:34:28,795","-42:34:27,265","-24,5746652777","-42,5742402777",SIRGAS2000,Definitiva,Vertical,-3872.8,3905,3905,MR,25,0,1819.0,NM,,Guaratiba,Piçarras,,Existe,,,,,,,,,,,,,,,,,,NS-38,ETESCO TAKATSUGU J,S,01/01/2023
7-FAL-172-ES,34270029590,Petrobras,7FAL172ES,ES,Espírito Santo,nan,FAL  ,FAZENDA ALEGRE,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2020-05-07,2020-05-13,2021-02-16 00:00:00,"-19:00:26,633","-39:51:48,401","-19,0073980555","-39,8634447222",SIRGAS2000,Definitiva,Vertical,-884.87,896,"896,2",MR,"10,88","5,73",0.0,NM,,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
8-BUZ-53D-RJS,74316029707,Petrobras,8-BUZ-53D-RJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,8,Injeção,INJEÇÃO DE ÁGUA,INJETANDO,2021-07-04,2021-09-03,2021-10-11 00:00:00,"-24:46:05,705","-42:27:43,911","-24,7682513888","-42,4621975",SIRGAS2000,Definitiva,Direcional,-6197.2,6406,6406,MR,32,0,2035.0,NM,,Guaratiba,Itapema,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,"NS-31, NS-33","NORBE IX, PETROBRAS 10000",S,01/01/2023
8-BUZ-55-RJS,74316029713,Petrobras,8-BUZ-55-RJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,8,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-07-28,2021-10-04,2021-11-06 00:00:00,"-24:35:36,703","-42:31:03,710","-24,5935286111","-42,5176972222",SIRGAS2000,Definitiva,Vertical,-6079.6,6113,6113,MR,32,0,1914.0,NM,,Guaratiba,Itapema,,Existe,,,,Existe,Existe,,Existe,,,,,Existe,Existe,,,,,"NS-41, NS-42","ODN I, ODN II",S,01/01/2023
7-MRO-17-RJS,74316029719,Petrobras,7-MRO-17-RJS,RJ,Santos,nan,MRO  ,MERO,M,S,7,Desenvolvimento,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,2021-08-21,2021-08-26,2021-09-08 00:00:00,"-24:36:33,394","-42:14:04,462","-24,6092761111","-42,2345727777",SIRGAS2000,Definitiva,Vertical,-2849.9,2875,2875,MR,25,0,1950.0,NM,,Guaratiba,Itapema,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-39,Deepwater Myconos,N,01/01/2023
7-RE-38-RN,72100028441,3R Areia,7RE38RN,RN,Potiguar,nan,RE   ,REDONDA,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2015-09-12,2021-05-07,2021-05-28 00:00:00,"-04:57:25,949","-37:00:04,973","-4,9572080555","-37,0013813888",SIRGAS2000,Definitiva,Vertical,-738,805,805,MR,67,"63,61",0.0,NM,,Apodi,Açu,,Existe,,,,Existe,,,,,,,,,,Existe,,,,CES-107,CES-107,I,01/01/2023
7-OATP-1-RJS,74316029678,Petrobras,7OATP1RJS,RJ,Santos,nan,OATP ,OESTE DE ATAPU,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2021-03-17,2021-09-30,2021-10-28 00:00:00,"-24:56:04,508","-42:30:43,676","-24,9345855555","-42,5121322222",SIRGAS2000,Definitiva,Vertical,-5542.9,5570,5570,MR,26,0,2234.0,NM,,Guaratiba,Barra Velha,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-40,Deepwater Corcovado,S,01/01/2023
8-MLS-232D-RJS,74281029485,Petrobras,8MLS232DRJS,RJ,Campos,nan,MLS  ,MARLIM SUL,M,S,8,Injeção,INJEÇÃO DE ÁGUA,INJETANDO,2019-10-19,2021-06-14,2021-07-04 00:00:00,"-22:34:03,430","-40:04:46,491","-22,5676194444","-40,0795808333",SIRGAS2000,Definitiva,Direcional,-4280,4673,4673,MR,32,0,1081.0,NM,,Macaé,Quissamã,,,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-41,ODN I,N,01/01/2023
8-MLS-239H-RJS,74281029541,Petrobras,8MLS239HRJS,RJ,Campos,nan,MLS  ,MARLIM SUL,M,S,8,Injeção,INJEÇÃO DE ÁGUA,INJETANDO,2020-02-03,2021-05-20,2021-06-14 00:00:00,"-22:36:36,867","-39:59:20,979","-22,6102408333","-39,9891608333",SIRGAS2000,Definitiva,Horizontal,-2894.2,4187,4187,MR,32,0,1599.0,NM,,Campos,Carapebus,,Existe,,,,,Existe,,Existe,,,,,Existe,,,,,,NS-32,NORBE VIII,N,01/01/2023
8-FAL-165D-ES,34270029568,Petrobras,8FAL165DES,ES,Espírito Santo,nan,FAL  ,FAZENDA ALEGRE,T,S,8,Injeção,INJEÇÃO DE VAPOR,INJETANDO,2020-03-11,2020-03-15,2021-03-29 00:00:00,"-19:00:15,736","-39:51:43,442","-19,0043711111","-39,8620672222",SIRGAS2000,Definitiva,Direcional,-878,"915,7","917,6",MR,"11,32","6,17",0.0,NM,,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
7-SEP-8D-RJS,74316029573,Petrobras,7SEP8DRJS,RJ,Santos,nan,SEP  ,SÉPIA,M,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2020-03-19,2021-01-07,2021-02-07 00:00:00,"-25:13:35,702","-42:31:56,478","-25,2265838888","-42,532355",SIRGAS2000,Definitiva,Direcional,-5441.7,5470,5470,MR,25,0,2139.0,NM,,Guaratiba,Barra Velha,,Existe,,,,Existe,Existe,,Existe,,,,,Existe,Existe,,,,,NS-31,PETROBRAS 10000,S,01/01/2023
7-FAL-170-ES,34270029584,Petrobras,7FAL170ES,ES,Espírito Santo,nan,FAL  ,FAZENDA ALEGRE,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2020-04-12,2020-04-17,2021-01-22 00:00:00,"-19:00:22,059","-39:51:46,083","-19,0061275","-39,8628008333",SIRGAS2000,Definitiva,Vertical,-884.47,894,"895,3",MR,"10,65","5,5",0.0,NM,,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
7-FAL-169-ES,34270029586,Petrobras,7FAL169ES,ES,Espírito Santo,nan,FAL  ,FAZENDA ALEGRE,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2020-04-20,2020-04-24,2021-01-04 00:00:00,"-19:00:20,523","-39:51:47,645","-19,0057008333","-39,8632347222",SIRGAS2000,Definitiva,Vertical,-883.48,894,"894,3",MR,"10,67","5,52",0.0,NM,,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
8-FAL-171-ES,34270029596,Petrobras,8FAL171ES,ES,Espírito Santo,nan,FAL  ,FAZENDA ALEGRE,T,S,8,Injeção,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2020-05-16,2020-05-21,2021-02-28 00:00:00,"-19:00:24,361","-39:51:47,260","-19,0067669444","-39,8631277777",SIRGAS2000,Definitiva,Vertical,-883.7,894,895,MR,"10,94","5,79",0.0,NM,,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
8-BUZ-44-RJS,74316029641,Petrobras,8BUZ44RJS,RJ,Santos,nan,BUZ  ,BÚZIOS,M,S,8,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2020-10-23,2020-12-30,2021-01-23 00:00:00,"-24:38:22,101","-42:32:38,988","-24,6394725","-42,5441633333",SIRGAS2000,Definitiva,Vertical,-5949.8,"5977,2",5976,MR,25,0,1957.0,NM,,Guaratiba,Barra Velha,,Existe,,,,Existe,Existe,,Existe,,Existe,,,Existe,Existe,,,,,NS-33,NORBE IX,S,01/01/2023
7-CNC-43-ES,34270029616,Petrobras,7CNC43ES,ES,Espírito Santo,nan,CNC  ,CANCÃ,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2020-06-23,2020-07-03,2021-02-11 00:00:00,"-19:13:57,466","-39:50:53,083","-19,2326294444","-39,8480786111",SIRGAS2000,Definitiva,Vertical,-952.7,960,"961,5",MR,"8,77","3,62",0.0,NM,,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
7-CNC-44-ES,34270029625,Petrobras,7CNC44ES,ES,Espírito Santo,nan,CNC  ,CANCÃ,T,S,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,PRODUZINDO,2020-08-16,2020-08-21,2021-08-03 00:00:00,"-19:13:49,510","-39:50:49,688","-19,2304194444","-39,8471355555",SIRGAS2000,Definitiva,Vertical,-820.2,"827,7","828,7",MR,"8,48","3,33",0.0,NM,,Espírito Santo,Urucutuca,,Existe,,,,Existe,,,Existe,,,,,Existe,Existe,,Existe,,,EBS-08,EBS-08,I,01/01/2023
1-BRSA-1377-RJS,74281029640,Petrobras,1RJS755,RJ,Campos,C-M-411,nan,nan,M,S,1,Pioneiro,nan,ABANDONADO PERMANENTEMENTE,2020-10-20,2021-01-16,2021-02-24 00:00:00,"-22:56:27,294","-39:22:28,263","-22,940915","-39,3745175",SIRGAS2000,Definitiva,Vertical,-6729.3,6777.0,6771.2,MR,25.0,nan,2958.0,NM,,Lagoa Feia,Macabu,,Existe,,Existe,Existe,Existe,Existe,,Existe,,Existe,Existe,Existe,Existe,Existe,,,,,NS-47,West Tellus,S,01/01/2023
1-BRSA-1380D-RJS,74281029692,Petrobras,1-RJS-757D,RJ,Campos,C-M-346,nan,nan,M,S,1,Pioneiro,nan,ABANDONADO PERMANENTEMENTE,2021-05-22,2021-08-01,2021-08-27 00:00:00,"-22:38:41,304","-39:08:00,641","-22,6448066666","-39,1335113888",SIRGAS2000,Definitiva,Direcional,-6693.8,6933.0,6937.0,MR,25.0,nan,2852.0,NM,,Lagoa Feia,Macabu,,Existe,,Existe,Existe,Existe,Existe,,Existe,,Existe,Existe,Existe,Existe,Existe,,,,,NS-47,West Tellus,S,01/01/2023
1-BRSA-1378-RJS,74281029673,Petrobras,1RJS756,RJ,Campos,C-M-709,nan,nan,M,S,1,Pioneiro,nan,ABANDONADO PERMANENTEMENTE,2021-02-26,2021-05-07,2021-05-20 00:00:00,"-24:06:42,722","-40:30:28,967","-24,1118672222","-40,5080463888",SIRGAS2000,Definitiva,Vertical,-4888.0,4913.0,4913.0,MR,25.0,nan,2847.0,NM,,Lagoa Feia,Macabu,,Existe,,Existe,Existe,Existe,Existe,,Existe,,Existe,,,Existe,Existe,,,,,NS-47,West Tellus,S,01/01/2023
1-BRSA-1379D-ESS,34271029679,Petrobras,1ESS227D,ES,Espírito Santo,ES-M-669,nan,nan,M,S,1,Pioneiro,nan,ABANDONADO PERMANENTEMENTE,2021-04-06,2021-07-19,2021-08-16 00:00:00,"-20:39:28,296","-38:54:01,741","-20,65786","-38,9004836111",SIRGAS2000,Definitiva,Direcional,-7559.5,7699.0,7699.0,MR,25.0,nan,2369.0,NM,,Nativo,Mariricu,Mucuri,Existe,,Existe,Existe,Existe,Existe,,Existe,,Existe,Existe,Existe,Existe,Existe,,,,,NS-45,Brava Star,S,01/01/2023
1-EMEB-1-RJS,74281029665,ExxonMobil Brasil,Opal-1,RJ,Campos,C-M-789,nan,nan,M,S,1,Pioneiro,nan,ABANDONADO PERMANENTEMENTE,2021-01-25,2021-05-02,2021-06-02 00:00:00,"-24:39:15,660","-40:53:44,006","-24,65435","-40,8955572222",SIRGAS2000,Definitiva,Vertical,3358.0,3383.0,3383.0,MR,25.0,nan,2678.0,NM,,,Cabiúnas,,Existe,,Existe,Existe,,Existe,,Existe,,,,,Existe,,,,,,WSA,West Saturn,S,01/01/2023
1-BRSA-1377-RJS,74281029640,Petrobras,1RJS755,RJ,Campos,C-M-411,nan,nan,M,S,1,Pioneiro,nan,ABANDONADO PERMANENTEMENTE,2020-10-20,2021-01-16,2021-02-24 00:00:00,"-22:56:27,294","-39:22:28,263","-22,940915","-39,3745175",SIRGAS2000,Definitiva,Vertical,-6729.3,6777.0,6771.2,MR,25.0,,2958.0,NM,,Lagoa Feia,Macabu,,Existe,,Existe,Existe,Existe,Existe,,Existe,,Existe,Existe,Existe,Existe,Existe,,,,,NS-47,West Tellus,S,01/01/2023
1-BRSA-1380D-RJS,74281029692,Petrobras,1-RJS-757D,RJ,Campos,C-M-346,nan,nan,M,S,1,Pioneiro,nan,ABANDONADO PERMANENTEMENTE,2021-05-22,2021-08-01,2021-08-27 00:00:00,"-22:38:41,304","-39:08:00,641","-22,6448066666","-39,1335113888",SIRGAS2000,Definitiva,Direcional,-6693.8,6933.0,6937.0,MR,25.0,,2852.0,NM,,Lagoa Feia,Macabu,,Existe,,Existe,Existe,Existe,Existe,,Existe,,Existe,Existe,Existe,Existe,Existe,,,,,NS-47,West Tellus,S,01/01/2023
1-BRSA-1378-RJS,74281029673,Petrobras,1RJS756,RJ,Campos,C-M-709,nan,nan,M,S,1,Pioneiro,nan,ABANDONADO PERMANENTEMENTE,2021-02-26,2021-05-07,2021-05-20 00:00:00,"-24:06:42,722","-40:30:28,967","-24,1118672222","-40,5080463888",SIRGAS2000,Definitiva,Vertical,-4888.0,4913.0,4913.0,MR,25.0,,2847.0,NM,,Lagoa Feia,Macabu,,Existe,,Existe,Existe,Existe,Existe,,Existe,,Existe,,,Existe,Existe,,,,,NS-47,West Tellus,S,01/01/2023
1-BRSA-1379D-ESS,34271029679,Petrobras,1ESS227D,ES,Espírito Santo,ES-M-669,nan,nan,M,S,1,Pioneiro,nan,ABANDONADO PERMANENTEMENTE,2021-04-06,2021-07-19,2021-08-16 00:00:00,"-20:39:28,296","-38:54:01,741","-20,65786","-38,9004836111",SIRGAS2000,Definitiva,Direcional,-7559.5,7699.0,7699.0,MR,25.0,,2369.0,NM,,Nativo,Mariricu,Mucuri,Existe,,Existe,Existe,Existe,Existe,,Existe,,Existe,Existe,Existe,Existe,Existe,,,,,NS-45,Brava Star,S,01/01/2023
1-EMEB-1-RJS,74281029665,ExxonMobil Brasil,Opal-1,RJ,Campos,C-M-789,nan,nan,M,S,1,Pioneiro,nan,ABANDONADO PERMANENTEMENTE,2021-01-25,2021-05-02,2021-06-02 00:00:00,"-24:39:15,660","-40:53:44,006","-24,65435","-40,8955572222",SIRGAS2000,Definitiva,Vertical,3358.0,3383.0,3383.0,MR,25.0,,2678.0,NM,,,Cabiúnas,,Existe,,Existe,Existe,,Existe,,Existe,,,,,Existe,,,,,,WSA,West Saturn,S,01/01/2023
1-ENV-22-MA,50090029728,Eneva,1-ENV-BL146C-MA,MA,Parnaíba,PN-T-146,nan,nan,T,S,1,Pioneiro,nan,ARRASADO,2021-09-14,2021-09-19,2021-09-24 00:00:00,"-07:17:28,057","-46:04:54,219","-7,2911269444","-46,0817275",SIRGAS2000,Definitiva,Vertical,1418.3,1692.0,1690.3,MR,272.0,266.0,nan,NM,,Canindé,Itaim,,Existe,,Existe,Existe,Existe,,,Existe,,Existe,,,Existe,Existe,,,,,GREAT120 (TUS 120),GREAT - 120,I,01/01/2023
1-ENV-23-MA,50090029734,Eneva,1-ENV-BL163C-MA,MA,Parnaíba,PN-T-163,nan,nan,T,S,1,Pioneiro,nan,ARRASADO,2021-09-28,2021-10-05,2021-10-10 00:00:00,"-07:55:30,694","-46:10:59,281","-7,9251927777","-46,1831336111",SIRGAS2000,Definitiva,Vertical,1924.8,2288.0,2286.8,MR,362.0,356.0,nan,NM,,,Riachão,,Existe,,Existe,Existe,Existe,,,Existe,,Existe,,,Existe,Existe,,,,,GREAT120 (TUS 120),GREAT - 120,I,01/01/2023
1-ENV-24D-MA,50090029737,Eneva,1-ENV-BL133AD-MA,MA,Parnaíba,PN-T-133,nan,nan,T,S,1,Pioneiro,nan,ARRASADO,2021-10-16,2021-10-26,2021-10-29 00:00:00,"-06:55:48,281","-44:50:46,121","-6,9300780555","-44,8461447222",SIRGAS2000,Definitiva,Direcional,1584.5,2061.0,2061.0,MR,296.0,290.0,nan,NM,,Canindé,Itaim,,Existe,,Existe,Existe,Existe,,,Existe,,,,,Existe,Existe,,,,,GREAT120 (TUS 120),GREAT - 120,I,01/01/2023
1-ENV-26-MA,50090029744,Eneva,1-ENV-BL102AA-MA,MA,Parnaíba,PN-T-102A,nan,nan,T,S,1,Pioneiro,nan,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-11-03,2021-11-12,2021-11-16 00:00:00,"-05:38:19,772","-44:13:26,624","-5,6388255555","-44,2240622222",SIRGAS2000,Definitiva,Vertical,-1545.0,1761.0,1758.0,MR,213.0,207.0,nan,NM,,Canindé,Pimenteiras,,Existe,,Existe,Existe,Existe,,,Existe,,,,,Existe,Existe,Existe,,,,GREAT120 (TUS 120),GREAT - 120,I,01/01/2023
1-ENV-25D-AM,14030029741,Eneva,1-ENV-EXTANEBA D-AM,AM,Amazonas,AM-T-84,nan,nan,T,S,1,Pioneiro,nan,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-10-24,2021-11-13,2021-11-23 00:00:00,"-02:49:56,764","-58:31:16,084","-2,8324344444","-58,5211344444",SIRGAS2000,Definitiva,Direcional,-1942.0,2151.0,2153.0,MR,59.0,51.0,nan,NM,,Curuá,Oriximiná,,Existe,,Existe,Existe,Existe,,,Existe,,,,,Existe,Existe,,,,,QG VIII,Queiroz Galvão VIII,I,01/01/2023
1-ENV-18-MA,50090029691,Eneva,1-ENV-BL69O-MA,MA,Parnaíba,PN-T-69,nan,nan,T,S,1,Pioneiro,nan,ARRASADO,2021-05-18,2021-06-03,2021-06-09 00:00:00,"-04:36:39,233","-43:48:16,982","-4,6108980555","-43,8047172222",SIRGAS2000,Definitiva,Vertical,2382.0,2499.0,2499.0,MR,117.0,111.0,nan,NM,,Canindé,Cabeças,,,,Existe,Existe,Existe,,,Existe,,Existe,,,Existe,Existe,,,,,GREAT120 (TUS 120),GREAT - 120,I,01/01/2023
1-IMET-28-ES,34270029682,Capixaba Energia,1-SIN-1-ES,ES,Espírito Santo,ES-T-441,nan,nan,T,S,1,Pioneiro,nan,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-04-18,2021-05-01,2021-05-08 00:00:00,"-19:03:39,371","-39:51:51,763","-19,0609363888","-39,8643786111",SIRGAS2000,Definitiva,Vertical,-1179.22,1200.0,1195.27,MR,16.05,11.05,nan,NM,,Espírito Santo,Urucutuca,,Existe,,Existe,Existe,Existe,,,Existe,Existe,,,,Existe,Existe,,,,,IME-01,IMETAME_ENERGIA_01,I,01/01/2023
1-ENV-19-MA,50090029702,Eneva,1-ENV-BL134A-MA,MA,Parnaíba,PN-T-134,nan,nan,T,S,1,Pioneiro,nan,ARRASADO,2021-06-18,2021-07-10,2021-07-13 00:00:00,"-06:55:26,467","-44:29:18,721","-6,9240186111","-44,4885336111",SIRGAS2000,Definitiva,Vertical,1225.9,1500.0,1500.9,MR,275.0,269.0,nan,NM,,Canindé,Itaim,,Existe,,Existe,Existe,Existe,,,Existe,,,,,Existe,Existe,,,,,GREAT120 (TUS 120),GREAT - 120,I,01/01/2023
3-ENV-20-MA,50090029714,Eneva,3-ENV-NWENV11D-MA,MA,Parnaíba,PN-T-48,nan,nan,T,S,3,Extensão,nan,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-08-03,2021-08-13,2021-08-20 00:00:00,"-04:09:09,040","-45:26:15,290","-4,1525111111","-45,4375805555",SIRGAS2000,Definitiva,Vertical,2276.0,2358.0,2358.0,MR,82.0,76.0,nan,NM,,Canindé,Itaim,,Existe,,Existe,Existe,Existe,,,Existe,,Existe,,,Existe,Existe,,,,,GREAT120 (TUS 120),GREAT - 120,I,01/01/2023
1-ENV-21-MA,50090029721,Eneva,1-ENV-BL47B-MA,MA,Parnaíba,PN-T-47,nan,nan,T,S,1,Pioneiro,nan,ARRASADO,2021-08-25,2021-09-02,2021-09-07 00:00:00,"-04:06:12,318","-45:32:05,534","-4,1034216666","-45,5348705555",SIRGAS2000,Definitiva,Vertical,2197.7,2256.0,2258.7,MR,61.0,55.0,nan,NM,,Canindé,Itaim,,Existe,,Existe,Existe,Existe,,,Existe,,Existe,,,Existe,Existe,,,,,GREAT120 (TUS 120),GREAT - 120,I,01/01/2023
1-ENV-22-MA,50090029728,Eneva,1-ENV-BL146C-MA,MA,Parnaíba,PN-T-146,nan,nan,T,S,1,Pioneiro,nan,ARRASADO,2021-09-14,2021-09-19,2021-09-24 00:00:00,"-07:17:28,057","-46:04:54,219","-7,2911269444","-46,0817275",SIRGAS2000,Definitiva,Vertical,1418.3,1692.0,1690.3,MR,272.0,266.0,,NM,,Canindé,Itaim,,Existe,,Existe,Existe,Existe,,,Existe,,Existe,,,Existe,Existe,,,,,GREAT120 (TUS 120),GREAT - 120,I,01/01/2023
1-ENV-23-MA,50090029734,Eneva,1-ENV-BL163C-MA,MA,Parnaíba,PN-T-163,nan,nan,T,S,1,Pioneiro,nan,ARRASADO,2021-09-28,2021-10-05,2021-10-10 00:00:00,"-07:55:30,694","-46:10:59,281","-7,9251927777","-46,1831336111",SIRGAS2000,Definitiva,Vertical,1924.8,2288.0,2286.8,MR,362.0,356.0,,NM,,,Riachão,,Existe,,Existe,Existe,Existe,,,Existe,,Existe,,,Existe,Existe,,,,,GREAT120 (TUS 120),GREAT - 120,I,01/01/2023
1-ENV-24D-MA,50090029737,Eneva,1-ENV-BL133AD-MA,MA,Parnaíba,PN-T-133,nan,nan,T,S,1,Pioneiro,nan,ARRASADO,2021-10-16,2021-10-26,2021-10-29 00:00:00,"-06:55:48,281","-44:50:46,121","-6,9300780555","-44,8461447222",SIRGAS2000,Definitiva,Direcional,1584.5,2061.0,2061.0,MR,296.0,290.0,,NM,,Canindé,Itaim,,Existe,,Existe,Existe,Existe,,,Existe,,,,,Existe,Existe,,,,,GREAT120 (TUS 120),GREAT - 120,I,01/01/2023
1-ENV-26-MA,50090029744,Eneva,1-ENV-BL102AA-MA,MA,Parnaíba,PN-T-102A,nan,nan,T,S,1,Pioneiro,nan,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-11-03,2021-11-12,2021-11-16 00:00:00,"-05:38:19,772","-44:13:26,624","-5,6388255555","-44,2240622222",SIRGAS2000,Definitiva,Vertical,-1545.0,1761.0,1758.0,MR,213.0,207.0,,NM,,Canindé,Pimenteiras,,Existe,,Existe,Existe,Existe,,,Existe,,,,,Existe,Existe,Existe,,,,GREAT120 (TUS 120),GREAT - 120,I,01/01/2023
1-ENV-25D-AM,14030029741,Eneva,1-ENV-EXTANEBA D-AM,AM,Amazonas,AM-T-84,nan,nan,T,S,1,Pioneiro,nan,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-10-24,2021-11-13,2021-11-23 00:00:00,"-02:49:56,764","-58:31:16,084","-2,8324344444","-58,5211344444",SIRGAS2000,Definitiva,Direcional,-1942.0,2151.0,2153.0,MR,59.0,51.0,,NM,,Curuá,Oriximiná,,Existe,,Existe,Existe,Existe,,,Existe,,,,,Existe,Existe,,,,,QG VIII,Queiroz Galvão VIII,I,01/01/2023
1-ENV-18-MA,50090029691,Eneva,1-ENV-BL69O-MA,MA,Parnaíba,PN-T-69,nan,nan,T,S,1,Pioneiro,nan,ARRASADO,2021-05-18,2021-06-03,2021-06-09 00:00:00,"-04:36:39,233","-43:48:16,982","-4,6108980555","-43,8047172222",SIRGAS2000,Definitiva,Vertical,2382.0,2499.0,2499.0,MR,117.0,111.0,,NM,,Canindé,Cabeças,,,,Existe,Existe,Existe,,,Existe,,Existe,,,Existe,Existe,,,,,GREAT120 (TUS 120),GREAT - 120,I,01/01/2023
1-IMET-28-ES,34270029682,Capixaba Energia,1-SIN-1-ES,ES,Espírito Santo,ES-T-441,nan,nan,T,S,1,Pioneiro,nan,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2021-04-18,2021-05-01,2021-05-08 00:00:00,"-19:03:39,371","-39:51:51,763","-19,0609363888","-39,8643786111",SIRGAS2000,Definitiva,Vertical,-1179.22,1200.0,1195.27,MR,16.05,11.05,,NM,,Espírito Santo,Urucutuca,,Existe,,Existe,Existe,Existe,,,Existe,Existe,,,,Existe,Existe,,,,,IME-01,IMETAME_ENERGIA_01,I,01/01/2023
1-ENV-19-MA,50090029702,Eneva,1-ENV-BL134A-MA,MA,Parnaíba,PN-T-134,nan,nan,T,S,1,Pioneiro,nan,ARRASADO,2021-06-18,2021-07-10,2021-07-13 00:00:00,"-06:55:26,467","-44:29:18,721","-6,9240186111","-44,4885336111",SIRGAS2000,Definitiva,Vertical,1225.9,1500.0,1500.9,MR,275.0,269.0,,NM,,Canindé,Itaim,,Existe,,Existe,Existe,Existe,,,Existe,,,,,Existe,Existe,,,,,GREAT120 (TUS 120),GREAT - 120,I,01/01/2023
