Todas as Informações aqui contidas são relativas ao 5 dia util de outubro de 2023. Após essa data podem ter ocorrido mudanças e deslocamentos.;;;;;;;;;;;
DAA 2023 - Amostras de Fluidos;;;;;;;;;;;
Bacia sedimentar;Código do poço (API);Nome do poço (ANP);Tipo de fluido;Profundidade topo (m);Profundidade base (m);Quantidade de amostra;Tipo de container;Volume (L);Data de conclusão do poço;Município/Estado;Depositária
CAMPOS;74281029486;7-PRG-81H-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;32822-IB;0,60;12/26/2022;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029749;7-PRG-72HP-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;20767-IB;0,54;12/26/2021;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029749;7-PRG-72HP-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;18135-QA;0,40;12/26/2021;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029749;7-PRG-72HP-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;20777-IB;0,54;12/26/2021;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029790;7-PRG-73HP-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;32824-IB;0,54;03/27/2022;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029790;7-PRG-73HP-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;22826-IB;0,54;03/27/2022;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029790;7-PRG-73HP-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;32830-IB;0,54;03/27/2022;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029818;7-PRG-74H-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;19020-QA;0,54;07/12/2022;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029818;7-PRG-74H-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;22829-IB;0,54;07/12/2022;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029818;7-PRG-74H-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;20219-IB;0,52;07/12/2022;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029548;7-PRG-70H-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;21005-IB;0,54;10/25/2021;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029548;7-PRG-70H-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;22373-IB;0,52;10/25/2021;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029656;"7-PRG-71HPA-RJS	";Petróleo/Pressurizada TFR - Wellhead;NA;;1;8488-IB;0,41;01/17/2021;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029656;"7-PRG-71HPA-RJS	";Petróleo/Pressurizada TFR - Wellhead;NA;;1;15915-IB;0,54;01/17/2021;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029656;"7-PRG-71HPA-RJS	";Petróleo/Pressurizada TFR - Wellhead;NA;;1;17260-IB;0,54;01/17/2021;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029656;"7-PRG-71HPA-RJS	";Petróleo/Pressurizada TFR - Wellhead;NA;;1;24072-IB;0,54;01/17/2021;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029944;7-PRG-82H-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;32502-IB;0,54;01/26/2023;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029944;7-PRG-82H-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;22452-IB;0,51;01/26/2023;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029944;7-PRG-82H-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;20214-IB;0,51;01/26/2023;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281030000;7-PRG-83H-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;22832-IB;0,34;05/13/2023;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281030000;7-PRG-83H-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;20202-IB;0,54;05/13/2023;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281030000;7-PRG-83H-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;22828-IB;0,54;05/13/2023;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029885;7-PRG-79HP-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;18329-QA;0,37;09/12/2022;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029885;7-PRG-79HP-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;21013-IB;0,54;09/12/2022;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029885;7-PRG-79HP-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;21015-IB;0,52;09/12/2022;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029908;7-PRG-80HP-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;15749-IB;0,51;11/27/2022;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029908;7-PRG-80HP-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;17471-IB;0,54;11/27/2022;RIO DE JANEIRO/RJ;EQUINOR
CAMPOS;74281029908;7-PRG-80HP-RJS;Petróleo/Pressurizada TFR - Wellhead;NA;;1;28639-IB;0,54;11/27/2022;RIO DE JANEIRO/RJ;EQUINOR
SERGIPE;90121029785;1-EMEB-3-SES;lama;0,00;3.910,00;1;Garrafa Ambar1L;1 L;10/04/2022;RIO DE JANEIRO/RJ;EXXON
SERGIPE;90121029785;1-EMEB-3-SES;lama;0,00;4.699,00;1;Garrafa Ambar1L;1 L;10/04/2022;RIO DE JANEIRO/RJ;EXXON
SERGIPE;90121029785;1-EMEB-3-SES;lama;0,00;4.700,00;1;Garrafa Ambar1L;1 L;10/04/2022;RIO DE JANEIRO/RJ;EXXON
SERGIPE;90121029785;1-EMEB-3-SES;lama;0,00;5.370,00;1;Garrafa Ambar1L;1 L;10/04/2022;RIO DE JANEIRO/RJ;EXXON
SERGIPE;90121029785;1-EMEB-3-SES;lama;0,00;5.370,00;1;Garrafa Ambar1L;1 L;10/04/2022;RIO DE JANEIRO/RJ;EXXON
SERGIPE;90121029785;1-EMEB-3-SES;lama;0,00;5.370,00;1;Garrafa Ambar1L;1 L;10/04/2022;RIO DE JANEIRO/RJ;EXXON
SERGIPE;90121029785;1-EMEB-3-SES;lama;0,00;5.370,00;1;Garrafa Ambar1L;1 L;10/04/2022;RIO DE JANEIRO/RJ;EXXON
SERGIPE;90121029785;1-EMEB-3-SES;lama;0,00;5.370,00;1;Garrafa Ambar1L;1 L;10/04/2022;RIO DE JANEIRO/RJ;EXXON
SERGIPE;90121029785;1-EMEB-3-SES;lama;0,00;5.370,00;1;Garrafa Ambar1L;1 L;10/04/2022;RIO DE JANEIRO/RJ;EXXON
SERGIPE;90121029785;1-EMEB-3-SES;lama;0,00;4.966,00;1;garrafa ambar 100 ml;10 ml;10/04/2022;RIO DE JANEIRO/RJ;EXXON
SERGIPE;90121029785;1-EMEB-3-SES;lama;0,00;3.910,00;1;garrafa ambar 100 ml;15 ml;10/04/2022;RIO DE JANEIRO/RJ;EXXON
SERGIPE;90121029785;1-EMEB-3-SES;lama;0,00;4.699,00;1;garrafa ambar 100 ml;15 ml;10/04/2022;RIO DE JANEIRO/RJ;EXXON
SERGIPE;90121029785;1-EMEB-3-SES;lama;0,00;4.700,00;1;garrafa ambar 100 ml;15 ml;10/04/2022;RIO DE JANEIRO/RJ;EXXON
SERGIPE;90121029785;1-EMEB-3-SES;lama;0,00;5.370,00;1;garrafa ambar 100 ml;15 ml;10/04/2022;RIO DE JANEIRO/RJ;EXXON
SERGIPE;90121029785;1-EMEB-3-SES;lama;0,00;5.370,00;1;garrafa ambar 100 ml;15 ml;10/04/2022;RIO DE JANEIRO/RJ;EXXON
SERGIPE;90121029785;1-EMEB-3-SES;lama;0,00;5.370,00;1;garrafa ambar 100 ml;15 ml;10/04/2022;RIO DE JANEIRO/RJ;EXXON
SERGIPE;90121029785;1-EMEB-3-SES;lama;0,00;5.370,00;1;garrafa ambar 100 ml;20 ml;10/04/2022;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;ÓLEO;0,00;3.385,00;1;Garrafa Ambar 500 ml;500 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;ÓLEO;0,00;3.385,00;1;Garrafa Ambar 500 ml;500 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;ÓLEO;0,00;3.385,00;1;Garrafa Ambar1L;800 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;3.922,00;1;garrafa ambar 100 ml;0.5 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;3.922,00;1;garrafa ambar 100 ml;30 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;3.922,00;1;garrafa ambar 100 ml;30 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;ÓLEO;0,00;3.922,00;1;Garrafa Ambar 500 ml;500 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;ÓLEO;0,00;3.922,00;1;Garrafa Ambar 500 ml;500 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;3.922,00;1;Garrafa Ambar1L;1 L;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;3.922,00;1;Garrafa Ambar1L;1 L;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;3.922,00;1;Garrafa Ambar1L;1 L;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;3.925,00;1;garrafa ambar 100 ml;15 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;3.925,00;1;Garrafa Ambar1L;900 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;3.925,00;1;Garrafa Ambar1L;1 L;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;4.125,00;1;Garrafa Ambar1L;500 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;4.325,00;1;Garrafa Ambar1L;800 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;4.525,00;1;Garrafa Ambar1L;700 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;4.725,00;1;Garrafa Ambar1L;800 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;4.925,00;1;Garrafa Ambar1L;900 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;5.043,00;1;Garrafa Ambar1L;1 L;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;5.043,00;1;garrafa ambar 100 ml;10 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;5.043,00;1;Garrafa Ambar1L;600 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;5.120,00;1;garrafa ambar 100 ml;10 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;5.120,00;1;garrafa ambar 100 ml;10 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;5.120,00;1;Garrafa Ambar1L;900 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;5.120,00;1;Garrafa Ambar1L;1 L;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;5.120,00;1;Garrafa Ambar1L;1 L;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;5.120,00;1;Garrafa Ambar1L;1 L;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;5.121,00;1;garrafa ambar 100 ml;10 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;5.121,00;1;Garrafa Ambar1L;600 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;5.121,00;1;Garrafa Ambar1L;1 L;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;;0,00;5.319,00;1;Garrafa plastica 500 ml;300 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;;0,00;0,00;1;Garrafa plastica 500 ml;320 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;5.636,00;1;garrafa ambar 100 ml;5 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;5.636,00;1;Garrafa Ambar1L;1 L;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;5.636,00;1;garrafa ambar 100 ml;10 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;5.636,00;1;Garrafa Ambar 500 ml;500 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;5.636,00;1;Garrafa Ambar 500 ml;500 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;5.636,00;1;Garrafa Ambar 500 ml;500 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;5.636,00;1;Garrafa Ambar 500 ml;500 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;5.636,00;1;Garrafa Ambar1L;1 L;06/08/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;74281029667;1-EMEB-1A-RJS;lama;0,00;5.636,00;1;Garrafa Ambar1L;800 ml;06/08/2021;RIO DE JANEIRO/RJ;EXXON
SANTOS;74316029717;1-EMEB-2-RJS;lama;0,00;3.823,00;1;garrafa ambar 100 ml;20 ml;08/11/2021;RIO DE JANEIRO/RJ;EXXON
SANTOS;74316029717;1-EMEB-2-RJS;lama;0,00;4.833,00;1;garrafa ambar 100 ml;20 ml;08/11/2021;RIO DE JANEIRO/RJ;EXXON
SANTOS;74316029717;1-EMEB-2-RJS;lama;0,00;4.920,00;1;garrafa ambar 100 ml;05 ml;08/11/2021;RIO DE JANEIRO/RJ;EXXON
SANTOS;74316029717;1-EMEB-2-RJS;lama;0,00;4.944,00;1;garrafa ambar 100 ml;05 ml;08/11/2021;RIO DE JANEIRO/RJ;EXXON
SANTOS;74316029717;1-EMEB-2-RJS;lama;0,00;4.966,00;1;garrafa ambar 100 ml;5 ml;08/11/2021;RIO DE JANEIRO/RJ;EXXON
SANTOS;74316029717;1-EMEB-2-RJS;lama;0,00;4.970,00;1;garrafa ambar 100 ml;0.5 ml;08/11/2021;RIO DE JANEIRO/RJ;EXXON
SANTOS;74316029717;1-EMEB-2-RJS;lama;0,00;4.970,00;1;garrafa ambar 100 ml;0.5 ml;08/11/2021;RIO DE JANEIRO/RJ;EXXON
SANTOS;74316029717;1-EMEB-2-RJS;lama;0,00;3.254,00;1;Garrafa Ambar1L;1 L;08/11/2021;RIO DE JANEIRO/RJ;EXXON
SANTOS;74316029717;1-EMEB-2-RJS;lama;0,00;3.823,00;1;Garrafa Ambar1L;1 L;08/11/2021;RIO DE JANEIRO/RJ;EXXON
SANTOS;74316029717;1-EMEB-2-RJS;lama;0,00;3.823,00;1;Garrafa Ambar1L;1 L;08/11/2021;RIO DE JANEIRO/RJ;EXXON
SANTOS;74316029717;1-EMEB-2-RJS;lama;0,00;4.833,00;1;Garrafa Ambar1L;1 L;08/11/2021;RIO DE JANEIRO/RJ;EXXON
SANTOS;74316029717;1-EMEB-2-RJS;lama;0,00;4.833,00;1;Garrafa Ambar1L;1 L;08/11/2021;RIO DE JANEIRO/RJ;EXXON
SANTOS;74316029717;1-EMEB-2-RJS;lama;0,00;4.888,00;1;Garrafa Ambar1L;1 L;08/11/2021;RIO DE JANEIRO/RJ;EXXON
SANTOS;74316029717;1-EMEB-2-RJS;lama;0,00;4.966,00;1;Garrafa Ambar1L;1 L;08/11/2021;RIO DE JANEIRO/RJ;EXXON
SANTOS;74316029717;1-EMEB-2-RJS;lama;0,00;4.970,00;1;Garrafa Ambar1L;1 L;08/11/2021;RIO DE JANEIRO/RJ;EXXON
SANTOS;74316029717;1-EMEB-2-RJS;lama;0,00;4.970,00;1;Garrafa Ambar1L;1 L;08/11/2021;RIO DE JANEIRO/RJ;EXXON
SANTOS;74316029717;1-EMEB-2-RJS;lama;0,00;4.970,00;1;Garrafa Ambar1L;1 L;08/11/2021;RIO DE JANEIRO/RJ;EXXON
SANTOS;74316029717;1-EMEB-2-RJS;lama;0,00;4.970,00;1;Garrafa Ambar1L;1 L;08/11/2021;RIO DE JANEIRO/RJ;EXXON
SANTOS;74316029717;1-EMEB-2-RJS;lama;0,00;4.970,00;1;Garrafa Ambar1L;1 L;08/11/2021;RIO DE JANEIRO/RJ;EXXON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,0;;1;Garrafa de Vidro (11682-QA);0,18;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (13522-IB);0,28;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (19044-QA);0,28;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (19052-QA);0,18;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (19056-QA);0,28;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1904,00;;1;Garrafa de Vidro (19726-IB);0,23;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (20216-IB);0,28;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (20552-IB);0,28;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (20774-IB);0,28;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (21006-IB);0,28;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (21010-IB);0,28;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (21011-IB);0,18;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (22361-IB);0,18;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (22362-IB);0,19;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (22835-IB);0,19;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (22868-IB);0,18;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (22876-IB);0,28;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (23342-IB);0,18;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (23346-IB);0,18;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (23554-IB);0,19;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (28081-IB);0,28;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (28124-IB);0,18;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (28909-IB);0,28;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1931,40;;1;Garrafa de Vidro (32105-IB);0,22;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (32551-IB);0,28;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1904,00;;1;Garrafa de Vidro (32556-IB);0,23;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluid em Condições Atmosféricas (STO);1896,00;;1;Garrafa de Vidro (32622-IB);0,19;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-2D-SPS;Neon-2;Fluid em Condições Atmosféricas (STO);2010,50;;1;Garrafa de Vidro (13481-QA);0,25;26/03/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-2D-SPS;Neon-2;Fluid em Condições Atmosféricas (STO);1914,50;;1;Garrafa de Vidro (20215-IB);0,29;26/03/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-2D-SPS;Neon-2;Fluid em Condições Atmosféricas (STO);1914,50;;1;Garrafa de Vidro (20728-IB);0,24;26/03/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-2D-SPS;Neon-2;Fluid em Condições Atmosféricas (STO);2010,50;;1;Garrafa de Vidro (22364-IB);0,25;26/03/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-2D-SPS;Neon-2;Fluid em Condições Atmosféricas (STO);1914,50;;1;Garrafa de Vidro (32626-IB);0,31;26/03/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluido Vivo (Pressurizado);1897,20;;1;19008-QA;0,21;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluido Vivo (Pressurizado);1897,20;;1;19721-IB;0,24;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluido Vivo (Pressurizado);1923,89;;1;19727-IB;0,15;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluido Vivo (Pressurizado);1904,00;;1;20727-IB;0,23;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluido Vivo (Pressurizado);1897,20;;1;21012-IB;0,17;22/02/2023;RIO DE JANEIRO/RJ;KAROON
CAMPOS;9-NEO-1-SPS;Neon-1;Fluido Vivo (Pressurizado);1897,20;;1;28136-IB;0,18;22/02/2023;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316026760;1-KPGL-1D-SPS;ÓLEO;1961,00;1961,00;4;GARRAFA PLÁSTICA;0,740;03/02/2013;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316026760;1-KPGL-1D-SPS;ÓLEO;1947,20;1947,20;2;GARRAFA PLÁSTICA;0,490;03/02/2013;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316026957;1-KPGL-3-SPS;ÓLEO;2454,80;2454,80;1;GARRAFA DE VIDRO;0,020;21/05/2013;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316026957;1-KPGL-3-SPS;ÓLEO;2691,50;2691,50;1;GARRAFA DE VIDRO;0,030;21/05/2013;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316026957;1-KPGL-3-SPS;ÓLEO;2773,50;2773,50;1;GARRAFA DE VIDRO;0,030;21/05/2013;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316027867;3-KPGL-4-SPS;PETRÓLEO;1663,00;1753,00;2;GARRAFA DE VIDRO;2,000;08/01/2015;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316027867;3-KPGL-4-SPS;PETRÓLEO;1735,00;1753,00;2;GARRAFA DE VIDRO;2,000;08/01/2015;RIO DE JANEIRO/RJ;KAROON
SANTOS;86316027867;3-KPGL-4-SPS;PETRÓLEO;1790,00;1953,00;2;GARRAFA DE VIDRO;2,000;08/01/2015;RIO DE JANEIRO/RJ;KAROON
